Date,Amount,Category,Merchant_Name,Payment_Mode
2024/08/09,144.85,Food,CCD,UPI
16-09-2024,192.11,Food,Subway,UPI
01-10-2024,589.27,Education,Xerox_Shop,Card
29-06-2024,572.37,Education,Udemy,Cash
29-10-2024,611.57,Utilities,EB_Bill,Cash
25-08-2024,642.41,Utilities,Jio_Recharge,UPI
18-11-2024,234.43,food,Dominos,Cash
05-08-2024,120.78,Food,CCD,UPI
28-09-2024,240.0,food,CCD,Cash
06-07-2024,131.58,Transport,BMTC_Pass,UPI
03-10-2024,582.06,Education,Udemy,Cash
19-09-2024,102.57,Transport,Namma_Metro,UPI
16-10-2024,148.48,,Uber,Cash
03-06-2024,138.79,Transport,Ola,Card
28-07-2024,116.24,Entertainment,Steam,UPI
16-08-2024,99.23,Transport,Rapido,UPI
01-09-2024,155.55,Food,Subway,Card
13-09-2024,373.04,Utilities,Airtel,UPI
14-08-2024,120.63,Food,Mess_Canteen,UPI
24-06-2024,121.96,Food,Subway,Cash
12-09-2024,370.94,Education,Books_Store,UPI
26-09-2024,169.21,Transport,BMTC_Pass,UPI
22-08-2024,249.22,Entertainment,Spotify,UPI
08-07-2024,159.8,Transport,Namma_Metro,Card
26-09-2024,603.52,Education,Udemy,Cash
21-11-2024,114.14,Food,Local_Dhaba,Card
30-06-2024,304.37,Entertainment,Netflix,UPI
16-11-2024,536.73,,Airtel,Card
10-08-2024,386.86,Education,Xerox_Shop,UPI
02-08-2024,491.36,Education,College_Fee,Cash
09-11-2024,124.4,Transport,Uber,Card
01-09-2024,174.03,Transport,Ola,UPI
04-06-2024,474.93,,Coursera,UPI
04-08-2024,187.18,Food,Subway,Cash
02-11-2024,260.84,Education,Coursera,UPI
2024/08/09,126.78,Food,Zomato,Cash
19-07-2024,153.04,Transport,BMTC_Pass,UPI
24-11-2024,306.84,Entertainment,Steam,UPI
03-08-2024,162.35,Food,CCD,Card
01-11-2024,241.37,Entertainment,PVR_Cinemas,UPI
28-09-2024,211.53,Food,CCD,UPI
16-10-2024,211.91,Food,Subway,UPI
02-08-2024,606.16,Education,Xerox_Shop,Cash
05-08-2024,556.99,Utilities,Airtel,Cash
2024/11/18,107.71,Food,Local_Dhaba,UPI
13-09-2024,114.8,Transport,Uber,UPI
28-10-2024,160.44,Food,Swiggy,Cash
26-11-2024,293.56,Entertainment,BookMyShow,UPI
18-11-2024,462.61,Utilities,Airtel,UPI
04-08-2024,116.44,Transport,BMTC_Pass,Card
20-11-2024,125.35,Transport,Rapido,UPI
2024/11/20,496.23,Utilities,PG_Rent,UPI
16-11-2024,263.38,Food,Dominos,UPI
08-08-2024,48.45,,Rapido,UPI
11-10-2024,184.15,Food,Zomato,UPI
13-11-2024,326.03,Entertainment,BookMyShow,Cash
28-06-2024,316.64,Entertainment,BookMyShow,UPI
02-09-2024,137.09,Transport,Uber,Cash
26-11-2024,155.28,Food,Zomato,UPI
01-07-2024,320.14,Entertainment,BookMyShow,Card
17-10-2024,503.15,Education,Books_Store,UPI
18-10-2024,139.53,Transport,Ola,Card
23-10-2024,469.3,,Spotify,Cash
01-09-2024,265.62,Food,CCD,UPI
06-10-2024,238.6,Food,Subway,Card
04-07-2024,327.79,Entertainment,Netflix,UPI
08-07-2024,219.39,Food,Mess_Canteen,UPI
30-06-2024,655.99,Education,Udemy,Cash
04-06-2024,197.88,Transport,Rapido,UPI
03-10-2024,133.13,Food,Subway,Card
13-11-2024,216.51,Food,Subway,UPI
20-11-2024,346.58,Education,Coursera,Card
20-07-2024,184.6,Transport,BMTC_Pass,Cash
27-07-2024,185.65,Utilities,Jio_Recharge,UPI
11-06-2024,113.0,Food,Local_Dhaba,Cash
09-07-2024,726.21,Utilities,EB_Bill,UPI
22-09-2024,252.2,Food,CCD,Cash
01-10-2024,441.97,Entertainment,PVR_Cinemas,UPI
2024/09/30,147.68,Entertainment,BookMyShow,UPI
2024/08/16,225.55,Entertainment,BookMyShow,UPI
22-09-2024,719.18,Utilities,Jio_Recharge,UPI
17-07-2024,249.47,,Local_Dhaba,UPI
29-10-2024,142.48,,Swiggy,UPI
23-11-2024,287.25,Education,Xerox_Shop,Cash
06-06-2024,177.61,Food,Swiggy,Card
08-09-2024,457.7,Entertainment,Spotify,Card
23-08-2024,125.41,Transport,Uber,Cash
21-06-2024,142.02,Transport,BMTC_Pass,Card
02-07-2024,866.86,Education,College_Fee,UPI
26-08-2024,263.89,Utilities,Laundry,UPI
13-11-2024,750.11,Utilities,Airtel,UPI
09-11-2024,571.85,Education,Udemy,UPI
04-10-2024,94.8,Transport,Namma_Metro,Cash
30-06-2024,214.55,Entertainment,BookMyShow,Cash
31-10-2024,362.2,Education,Coursera,Card
13-11-2024,106.21,Food,Mess_Canteen,Card
13-09-2024,142.22,Food,Dominos,UPI
22-08-2024,712.62,Utilities,Jio_Recharge,Cash
01-09-2024,329.81,Entertainment,PVR_Cinemas,UPI
07-11-2024,439.82,Education,Books_Store,Card
08-10-2024,87.98,Transport,Rapido,Cash
28-07-2024,194.31,Food,Local_Dhaba,UPI
26-11-2024,204.81,Entertainment,Spotify,UPI
23-08-2024,300.46,Entertainment,PVR_Cinemas,UPI
18-06-2024,92.38,Transport,Uber,UPI
19-09-2024,271.17,Entertainment,PVR_Cinemas,Cash
10-06-2024,160.08,Food,Subway,UPI
24-06-2024,153.09,Food,Subway,UPI
26-10-2024,113.39,Entertainment,PVR_Cinemas,Card
02-10-2024,61.1,Food,CCD,Cash
01-06-2024,599.43,Education,Books_Store,Card
01-08-2024,685.18,Utilities,Airtel,UPI
18-07-2024,263.71,Food,CCD,Cash
04-10-2024,146.87,Transport,BMTC_Pass,UPI
10-07-2024,172.68,Food,Mess_Canteen,UPI
03-09-2024,527.5,Education,Books_Store,UPI
10-09-2024,509.03,Education,College_Fee,UPI
20-08-2024,108.83,Transport,BMTC_Pass,Cash
09-11-2024,731.88,Utilities,PG_Rent,Cash
07-08-2024,208.04,Food,Mess_Canteen,UPI
30-10-2024,657.35,Education,Udemy,UPI
2024/10/10,1647.1000000000001,Food,Swiggy,Cash
03-07-2024,369.68,Utilities,Laundry,Cash
27-11-2024,122.48,Food,CCD,Cash
25-09-2024,457.9,,College_Fee,UPI
21-09-2024,582.85,Utilities,Jio_Recharge,UPI
17-10-2024,100.31,Transport,Namma_Metro,UPI
21-07-2024,181.36,Food,Mess_Canteen,Card
20-09-2024,128.0,Transport,BMTC_Pass,Card
25-06-2024,490.99,Entertainment,Netflix,UPI
28-06-2024,116.9,Food,Subway,UPI
10-11-2024,337.84,Education,Xerox_Shop,Cash
10-09-2024,126.13,Transport,Ola,UPI
16-09-2024,301.03,Utilities,EB_Bill,UPI
22-11-2024,180.14,Food,Subway,Cash
06-09-2024,159.29,Transport,Rapido,UPI
13-08-2024,172.86,food,Subway,Card
02-07-2024,162.86,Transport,Rapido,UPI
02-07-2024,122.05,Transport,Namma_Metro,Cash
06-07-2024,294.21,Education,Udemy,UPI
15-10-2024,315.99,,Spotify,UPI
04-10-2024,106.85,Transport,Rapido,Card
13-06-2024,118.0,Transport,Ola,UPI
26-10-2024,162.91,Entertainment,PVR_Cinemas,UPI
2024/11/11,104.46,Food,Zomato,UPI
08-08-2024,276.84,Entertainment,Steam,UPI
17-09-2024,207.5,Food,Subway,Cash
28-06-2024,159.35,Food,Mess_Canteen,Cash
26-06-2024,624.58,Utilities,PG_Rent,Card
27-11-2024,86.4,Transport,Namma_Metro,Card
15-09-2024,182.5,Food,Subway,Card
07-09-2024,200.86,Food,Local_Dhaba,Card
07-08-2024,717.67,Education,Coursera,UPI
2024/08/07,101.96,Food,Dominos,Cash
23-09-2024,150.46,Food,Swiggy,UPI
06-10-2024,119.05,Transport,Ola,UPI
04-10-2024,621.65,Utilities,Laundry,UPI
12-08-2024,32.74,Transport,BMTC_Pass,UPI
07-06-2024,126.55,Transport,Namma_Metro,UPI
19-06-2024,250.33,Entertainment,BookMyShow,UPI
14-08-2024,422.06,Entertainment,PVR_Cinemas,UPI
13-08-2024,329.78,Entertainment,Spotify,Card
11-08-2024,491.96,Utilities,PG_Rent,Cash
15-08-2024,212.56,Food,Subway,UPI
08-08-2024,115.96,Transport,Ola,UPI
20-06-2024,118.74,Transport,Rapido,UPI
30-08-2024,334.97,Entertainment,Netflix,Card
17-08-2024,2421.9,Food,Subway,UPI
24-08-2024,229.27,Education,Books_Store,Card
04-07-2024,383.95,Utilities,Airtel,Cash
2024/09/21,515.63,Education,Books_Store,Card
26-07-2024,623.81,Education,Xerox_Shop,UPI
01-07-2024,424.69,Education,Xerox_Shop,UPI
31-07-2024,252.28,Entertainment,Netflix,Cash
08-09-2024,174.14,Transport,BMTC_Pass,UPI
08-07-2024,201.74,Transport,BMTC_Pass,UPI
06-09-2024,194.69,Entertainment,BookMyShow,UPI
10-07-2024,210.92,Food,Local_Dhaba,Cash
18-06-2024,438.49,Utilities,PG_Rent,Cash
28-07-2024,467.98,Education,College_Fee,Cash
2024/07/04,73.31,Transport,Uber,Cash
17-09-2024,122.42,Food,Zomato,UPI
03-11-2024,169.09,Food,Zomato,UPI
04-08-2024,482.76,Utilities,Laundry,Card
31-10-2024,597.8,Utilities,Airtel,Cash
2024/11/06,92.39,Food,Mess_Canteen,Cash
20-11-2024,147.32,Food,Mess_Canteen,Cash
26-08-2024,210.93,Entertainment,BookMyShow,UPI
25-10-2024,361.84,Utilities,Jio_Recharge,UPI
30-08-2024,153.92,Food,Subway,UPI
30-07-2024,390.32,Entertainment,Spotify,UPI
20-07-2024,623.07,Education,Xerox_Shop,UPI
02-09-2024,734.7,Education,Udemy,UPI
17-08-2024,173.06,food,CCD,Card
12-06-2024,133.27,Transport,Namma_Metro,UPI
23-10-2024,137.54,Food,Dominos,UPI
29-09-2024,765.3,Utilities,Jio_Recharge,Cash
18-09-2024,191.97,Food,Local_Dhaba,Card
16-06-2024,290.71,Food,CCD,Card
23-07-2024,133.75,Transport,Namma_Metro,Card
2024/06/26,138.63,Food,Dominos,Cash
24-06-2024,106.03,Transport,Uber,UPI
03-11-2024,186.34,Food,Swiggy,UPI
17-10-2024,150.83,Food,Subway,UPI
22-11-2024,193.37,Food,Zomato,UPI
09-08-2024,94.73,Transport,Uber,Card
24-06-2024,157.71,,Swiggy,UPI
07-11-2024,312.33,,Xerox_Shop,UPI
01-11-2024,78.85,Transport,Ola,UPI
21-06-2024,85.14,Transport,Uber,UPI
14-11-2024,640.74,Education,Xerox_Shop,UPI
20-10-2024,251.72,Food,Swiggy,Cash
2024/11/19,153.7,Food,Swiggy,Card
12-07-2024,25.69,Transport,Uber,Card
01-08-2024,476.01,Education,Coursera,Cash
29-10-2024,168.86,Food,Subway,UPI
31-10-2024,124.63,Food,CCD,UPI
2024/09/28,224.69,Food,Zomato,Card
09-06-2024,104.86,Transport,Uber,Card
12-06-2024,330.93,Entertainment,Spotify,UPI
09-07-2024,490.14,Education,College_Fee,Cash
10-09-2024,989.7,Utilities,Jio_Recharge,Cash
13-10-2024,92.86,Transport,Namma_Metro,Cash
11-06-2024,580.48,,Xerox_Shop,UPI
15-08-2024,125.0,Food,Subway,UPI
17-08-2024,339.36,Utilities,Jio_Recharge,Card
04-09-2024,541.5,Education,Udemy,Card
03-10-2024,153.3,Food,Mess_Canteen,Card
01-06-2024,735.97,Utilities,Airtel,UPI
01-11-2024,908.03,,Xerox_Shop,UPI
14-10-2024,195.33,Transport,Rapido,UPI
23-09-2024,121.3,Food,CCD,UPI
26-06-2024,75.22,Transport,Ola,Cash
10-11-2024,254.84,Entertainment,PVR_Cinemas,Card
14-11-2024,110.18,Food,Mess_Canteen,Card
09-11-2024,499.39,Utilities,EB_Bill,UPI
08-11-2024,175.8,Transport,Rapido,UPI
20-10-2024,551.97,Education,Udemy,Card
2024/10/11,176.66,Transport,Ola,UPI
13-08-2024,121.76,Transport,Namma_Metro,UPI
15-06-2024,329.17,Entertainment,Spotify,Cash
2024/07/25,736.94,Education,Udemy,Cash
02-06-2024,466.71,Entertainment,BookMyShow,Card
14-07-2024,131.63,Entertainment,Steam,UPI
2024/06/18,545.4,Education,College_Fee,Card
20-07-2024,786.76,Utilities,Laundry,UPI
09-08-2024,117.46,Transport,BMTC_Pass,Cash
27-11-2024,197.23,Food,Dominos,Card
08-09-2024,823.6,Education,Xerox_Shop,Cash
16-08-2024,109.38,Transport,Namma_Metro,UPI
07-11-2024,1923.3000000000002,Food,Mess_Canteen,UPI
2024/09/17,149.61,Transport,Namma_Metro,UPI
04-11-2024,266.09,Food,Local_Dhaba,UPI
02-06-2024,235.62,Entertainment,Spotify,Cash
18-06-2024,141.65,Food,Local_Dhaba,Cash
08-07-2024,137.68,Transport,Ola,UPI
09-10-2024,88.9,Transport,Uber,Cash
20-11-2024,89.97,Food,Subway,Cash
2024/11/17,133.69,,Uber,Card
18-10-2024,154.99,Food,Swiggy,UPI
12-11-2024,208.68,Transport,BMTC_Pass,UPI
25-07-2024,170.55,Food,Mess_Canteen,Cash
30-07-2024,277.62,Entertainment,Steam,Cash
27-06-2024,126.88,Food,Dominos,UPI
05-07-2024,128.04,Food,Zomato,UPI
15-11-2024,13.81,Education,Books_Store,UPI
2024/11/14,699.01,Utilities,Laundry,UPI
02-09-2024,174.45,Food,Dominos,UPI
22-11-2024,332.14,Entertainment,Spotify,UPI
19-06-2024,741.44,Utilities,Laundry,UPI
04-06-2024,73.82,Food,Local_Dhaba,Cash
28-06-2024,147.33,Transport,Ola,UPI
03-07-2024,175.38,Food,CCD,UPI
19-08-2024,496.39,Utilities,Jio_Recharge,UPI
26-09-2024,130.31,Food,Dominos,UPI
07-11-2024,156.87,Transport,Namma_Metro,UPI
27-09-2024,595.09,Utilities,Jio_Recharge,UPI
11-08-2024,665.05,Utilities,Airtel,Cash
06-11-2024,169.11,Transport,Uber,UPI
2024/10/28,141.13,Transport,Rapido,UPI
24-08-2024,129.38,Transport,Namma_Metro,UPI
01-06-2024,741.68,Utilities,Airtel,UPI
17-11-2024,411.26,Education,Books_Store,Cash
2024/09/26,577.9,Education,Xerox_Shop,UPI
31-10-2024,425.94,Entertainment,Spotify,Cash
20-10-2024,153.58,Food,Subway,UPI
06-10-2024,197.31,Food,Local_Dhaba,Cash
01-06-2024,294.04,Food,Mess_Canteen,UPI
2024/10/04,135.47,Transport,Rapido,UPI
06-09-2024,167.96,Food,Swiggy,UPI
2024/06/24,287.44,Entertainment,BookMyShow,UPI
07-06-2024,719.85,Education,Xerox_Shop,Card
23-08-2024,162.55,Food,Subway,UPI
21-06-2024,604.43,Education,College_Fee,Cash
2024/08/13,675.91,Education,Coursera,Cash
30-06-2024,265.24,Food,Dominos,Card
19-10-2024,161.57,,Dominos,UPI
10-08-2024,265.81,Food,CCD,UPI
27-07-2024,415.06,Education,Books_Store,Cash
24-08-2024,241.53,Food,Subway,UPI
03-07-2024,506.97,Education,College_Fee,Cash
22-11-2024,540.11,Education,College_Fee,Card
30-07-2024,551.6,Utilities,Jio_Recharge,Card
19-11-2024,91.47,Transport,Namma_Metro,UPI
27-06-2024,124.69,Food,Subway,UPI
19-06-2024,89.18,Transport,Uber,UPI
20-08-2024,96.58,Transport,BMTC_Pass,UPI
21-09-2024,750.35,,College_Fee,UPI
17-09-2024,149.61,Transport,Namma_Metro,UPI
15-10-2024,131.84,Transport,Namma_Metro,Cash
16-07-2024,212.2,Food,Mess_Canteen,UPI
17-09-2024,170.79,,Dominos,Card
27-09-2024,83.15,Food,Local_Dhaba,UPI
25-09-2024,154.18,Transport,Uber,UPI
27-09-2024,510.47,Education,College_Fee,UPI
13-10-2024,705.11,Utilities,EB_Bill,UPI
09-06-2024,212.59,,Dominos,UPI
11-11-2024,534.31,Utilities,EB_Bill,Cash
14-08-2024,415.06,Entertainment,Netflix,Card
06-07-2024,932.81,Utilities,Airtel,Cash
01-06-2024,285.62,Food,Subway,Cash
11-07-2024,140.06,Food,Subway,UPI
16-11-2024,315.86,Education,Coursera,Cash
16-06-2024,235.84,,Steam,Cash
19-11-2024,402.2,Entertainment,Spotify,Card
27-10-2024,204.43,Food,Subway,UPI
02-08-2024,458.89,,Steam,Cash
25-11-2024,171.14,Transport,Namma_Metro,UPI
03-07-2024,167.34,Food,Subway,UPI
2024/10/28,217.61,Food,Mess_Canteen,UPI
06-09-2024,91.07,Transport,Ola,UPI
11-09-2024,107.0,Food,Subway,UPI
18-06-2024,375.77,Utilities,Airtel,Card
26-07-2024,174.15,Food,Dominos,UPI
12-06-2024,218.32,Entertainment,PVR_Cinemas,UPI
11-06-2024,146.65,Food,CCD,Cash
25-07-2024,199.65,Food,Swiggy,UPI
02-08-2024,200.71,Entertainment,Netflix,UPI
31-10-2024,183.07,Food,Mess_Canteen,Card
04-09-2024,174.37,Food,Local_Dhaba,Card
01-08-2024,158.84,Food,Local_Dhaba,Cash
17-10-2024,440.54,Entertainment,PVR_Cinemas,Card
17-06-2024,247.75,Entertainment,Netflix,Cash
01-10-2024,158.73,Food,Subway,UPI
2024/07/20,191.44,Food,Local_Dhaba,Cash
13-09-2024,211.03,Entertainment,PVR_Cinemas,Card
30-09-2024,159.13,Food,Subway,UPI
21-06-2024,259.81,Entertainment,Spotify,UPI
28-06-2024,520.79,Utilities,EB_Bill,Cash
07-08-2024,185.93,Transport,Rapido,UPI
29-09-2024,1032.61,,Airtel,Card
2024/09/21,182.49,Transport,Rapido,UPI
18-11-2024,214.87,Food,CCD,UPI
27-06-2024,184.53,Food,Mess_Canteen,Cash
15-07-2024,557.17,Education,Udemy,UPI
27-09-2024,514.56,Education,Xerox_Shop,UPI
17-06-2024,1016.64,Utilities,PG_Rent,UPI
03-07-2024,440.91,Utilities,Laundry,Card
13-08-2024,1526.8000000000002,Food,Local_Dhaba,Cash
28-10-2024,178.62,Transport,Rapido,Card
24-11-2024,623.06,Utilities,Airtel,UPI
04-11-2024,624.55,Education,Coursera,UPI
20-08-2024,218.97,Food,Mess_Canteen,UPI
16-06-2024,253.48,Food,Zomato,UPI
28-06-2024,638.93,Education,Xerox_Shop,UPI
02-11-2024,79.35,Transport,Rapido,UPI
15-08-2024,107.73,Food,CCD,UPI
15-07-2024,1009.7,Transport,Namma_Metro,Card
25-11-2024,119.78,Food,Subway,UPI
23-11-2024,593.27,Education,Coursera,UPI
06-09-2024,186.58,Food,Local_Dhaba,UPI
07-08-2024,87.26,Transport,Namma_Metro,UPI
21-11-2024,265.2,Food,Local_Dhaba,Cash
23-10-2024,181.86,Food,Dominos,UPI
12-10-2024,242.26,Food,Swiggy,Cash
26-09-2024,565.38,Utilities,PG_Rent,Card
11-06-2024,73.38,Food,Swiggy,UPI
02-09-2024,113.27,Transport,Rapido,UPI
31-10-2024,119.35,Food,Zomato,Card
11-09-2024,140.55,Transport,BMTC_Pass,UPI
04-08-2024,577.17,Education,Books_Store,Card
25-11-2024,105.79,Food,Mess_Canteen,Cash
2024/11/26,796.47,Utilities,EB_Bill,UPI
07-09-2024,175.61,Food,Swiggy,UPI
26-09-2024,94.92,Food,Mess_Canteen,Cash
13-06-2024,4087.9,Utilities,Airtel,Card
23-06-2024,193.21,Food,Subway,Card
28-06-2024,168.6,Food,Subway,UPI
01-08-2024,366.89,Utilities,Airtel,UPI
04-07-2024,642.98,Utilities,Airtel,UPI
22-09-2024,201.8,Food,Zomato,UPI
12-07-2024,1073.83,Utilities,EB_Bill,Card
23-08-2024,121.71,Transport,Rapido,Card
14-11-2024,134.7,Transport,Rapido,UPI
11-08-2024,127.32,Transport,BMTC_Pass,UPI
08-11-2024,679.29,Utilities,Airtel,UPI
24-10-2024,327.33,Utilities,Airtel,UPI
20-06-2024,170.11,Transport,Rapido,UPI
27-07-2024,189.4,Food,Swiggy,UPI
28-07-2024,328.01,Entertainment,PVR_Cinemas,Card
22-06-2024,155.44,Transport,BMTC_Pass,Card
03-09-2024,713.93,Utilities,PG_Rent,UPI
10-09-2024,134.83,Food,Subway,UPI
18-11-2024,115.35,Food,Local_Dhaba,Cash
17-11-2024,345.71,Entertainment,PVR_Cinemas,UPI
16-11-2024,272.09,Education,Coursera,Cash
07-06-2024,603.83,Utilities,EB_Bill,Card
11-07-2024,149.39,Food,Local_Dhaba,Cash
2024/11/26,166.86,Transport,Namma_Metro,UPI
23-10-2024,320.17,,Spotify,UPI
19-11-2024,118.51,Food,Subway,Cash
23-07-2024,619.16,Utilities,EB_Bill,UPI
20-10-2024,302.59,Entertainment,Steam,Cash
15-09-2024,221.91,Food,Zomato,UPI
30-08-2024,383.33,Education,College_Fee,Card
08-11-2024,185.25,Transport,Namma_Metro,Card
28-10-2024,30.71,Food,Dominos,UPI
17-10-2024,2451.3999999999996,Entertainment,Netflix,UPI
19-07-2024,140.2,Food,CCD,UPI
24-09-2024,68.49,transport,Namma_Metro,Card
08-06-2024,222.48,Entertainment,PVR_Cinemas,UPI
03-11-2024,176.29,Food,Swiggy,UPI
15-08-2024,171.32,,CCD,Cash
01-09-2024,134.21,Transport,BMTC_Pass,Card
28-09-2024,179.01,Food,Subway,Card
23-09-2024,180.12,Transport,Namma_Metro,Card
03-11-2024,116.12,Food,Subway,Cash
14-10-2024,115.33,Transport,Uber,Card
10-06-2024,275.75,,PVR_Cinemas,Cash
2024/10/21,208.09,Entertainment,Netflix,Cash
08-08-2024,570.97,Utilities,Jio_Recharge,UPI
12-09-2024,710.87,Utilities,EB_Bill,UPI
2024/10/07,173.84,Food,Subway,Cash
11-08-2024,376.72,Entertainment,Spotify,Cash
30-06-2024,129.02,Transport,BMTC_Pass,Cash
03-08-2024,265.32,Entertainment,BookMyShow,Cash
03-08-2024,127.7,Transport,Rapido,Card
26-08-2024,106.91,Transport,Ola,UPI
20-06-2024,171.84,Transport,BMTC_Pass,UPI
27-10-2024,266.53,Food,CCD,Cash
23-09-2024,122.97,Food,Dominos,UPI
17-09-2024,352.02,Utilities,Laundry,UPI
22-10-2024,633.0,Utilities,EB_Bill,UPI
16-08-2024,142.99,Transport,Ola,Cash
03-07-2024,58.68,Transport,Namma_Metro,UPI
2024/07/30,390.36,Education,Udemy,UPI
27-09-2024,92.27,Food,CCD,UPI
25-09-2024,153.22,Food,CCD,UPI
27-10-2024,261.87,Food,Mess_Canteen,UPI
22-10-2024,457.71,Utilities,Airtel,UPI
29-09-2024,110.1,Transport,Ola,UPI
05-07-2024,225.25,Utilities,PG_Rent,UPI
10-09-2024,83.91,Transport,Rapido,UPI
07-09-2024,835.29,Utilities,PG_Rent,Cash
2024/10/04,65.08,Transport,Namma_Metro,UPI
30-07-2024,390.88,Entertainment,BookMyShow,Cash
22-09-2024,607.84,Education,Coursera,UPI
09-06-2024,680.06,Education,Xerox_Shop,UPI
07-08-2024,600.55,Utilities,EB_Bill,UPI
16-09-2024,461.75,Education,College_Fee,Card
21-09-2024,204.16,Food,Subway,Cash
10-08-2024,269.78,Entertainment,Steam,UPI
2024/07/27,218.38,Food,Dominos,UPI
27-08-2024,95.06,food,Local_Dhaba,UPI
2024/11/27,467.05,Education,Xerox_Shop,UPI
27-08-2024,541.85,Education,College_Fee,UPI
03-11-2024,527.68,Education,Udemy,UPI
28-06-2024,103.11,Transport,Uber,Card
20-08-2024,117.67,Food,Subway,Cash
2024/07/17,197.12,Food,Dominos,Cash
20-06-2024,158.1,Transport,Ola,UPI
26-11-2024,106.16,Transport,Uber,UPI
10-11-2024,64.77,Transport,BMTC_Pass,Cash
06-08-2024,418.26,Education,Coursera,UPI
03-09-2024,277.27,Education,Xerox_Shop,UPI
20-10-2024,657.6,,Coursera,Card
25-08-2024,91.64,Food,CCD,UPI
06-11-2024,307.36,Entertainment,Spotify,Card
17-09-2024,622.03,Education,College_Fee,UPI
09-06-2024,197.18,Transport,Namma_Metro,UPI
24-08-2024,217.74,Food,Subway,UPI
02-06-2024,703.35,Education,Xerox_Shop,Cash
11-11-2024,294.98,Entertainment,Steam,UPI
02-08-2024,133.58,Transport,Rapido,Cash
25-07-2024,172.72,food,Mess_Canteen,Cash
07-06-2024,266.51,Education,College_Fee,UPI
01-09-2024,351.42,Education,Books_Store,UPI
04-07-2024,272.53,Entertainment,Steam,Card
14-09-2024,95.23,Transport,Ola,UPI
20-10-2024,654.65,Education,Udemy,UPI
09-10-2024,756.61,Utilities,Laundry,UPI
26-11-2024,233.19,Education,Books_Store,UPI
24-10-2024,766.43,Utilities,EB_Bill,Card
26-11-2024,126.88,Transport,Ola,Card
25-09-2024,961.84,Utilities,Airtel,UPI
2024/11/17,685.74,Education,College_Fee,UPI
27-08-2024,5493.099999999999,Education,College_Fee,Card
19-07-2024,357.49,Entertainment,PVR_Cinemas,UPI
2024/11/16,199.94,Food,Local_Dhaba,Cash
27-10-2024,89.1,Transport,Namma_Metro,Cash
14-11-2024,699.01,Utilities,Laundry,UPI
24-11-2024,406.96,Entertainment,Steam,Cash
29-07-2024,86.31,Food,CCD,UPI
16-10-2024,497.54,Education,Coursera,UPI
18-11-2024,686.58,Utilities,Jio_Recharge,Cash
12-08-2024,411.4,Entertainment,BookMyShow,Cash
09-07-2024,500.06,Utilities,Jio_Recharge,UPI
16-09-2024,695.36,Utilities,Jio_Recharge,UPI
24-08-2024,140.71,Food,Dominos,Card
20-06-2024,218.88,Food,Dominos,Card
10-11-2024,571.46,Utilities,Jio_Recharge,UPI
22-08-2024,169.68,Transport,BMTC_Pass,UPI
17-10-2024,335.97,Entertainment,BookMyShow,Cash
2024/06/14,441.0,Education,Xerox_Shop,Card
17-10-2024,755.84,Utilities,Laundry,UPI
29-10-2024,155.4,Food,Subway,Card
03-07-2024,242.77,Food,Swiggy,UPI
2024/06/26,120.45,Transport,Rapido,UPI
09-06-2024,433.07,Education,Coursera,UPI
29-09-2024,537.41,Education,Books_Store,UPI
26-10-2024,505.7,Education,Udemy,Card
21-11-2024,434.17,,BookMyShow,Cash
20-10-2024,39.34,Entertainment,PVR_Cinemas,UPI
17-11-2024,76.94,Transport,Namma_Metro,Cash
08-10-2024,507.98,Utilities,Jio_Recharge,Cash
10-07-2024,86.9,Transport,BMTC_Pass,UPI
10-11-2024,239.66,Food,Subway,Card
03-06-2024,128.43,Transport,Namma_Metro,UPI
14-10-2024,185.18,,Mess_Canteen,UPI
20-07-2024,252.22,Entertainment,PVR_Cinemas,UPI
07-08-2024,175.24,Food,Subway,Cash
03-06-2024,672.31,Utilities,Airtel,Cash
04-09-2024,655.77,Utilities,Jio_Recharge,UPI
18-06-2024,84.78,Transport,BMTC_Pass,UPI
09-08-2024,550.91,Utilities,Laundry,Cash
03-07-2024,131.74,Transport,Rapido,UPI
29-06-2024,144.7,Transport,Namma_Metro,Cash
01-08-2024,97.0,Transport,Namma_Metro,UPI
16-10-2024,339.32,Entertainment,BookMyShow,UPI
26-06-2024,399.78,Entertainment,Netflix,UPI
16-08-2024,118.27,Food,Subway,UPI
21-11-2024,119.71,,Ola,UPI
26-11-2024,42.48,Transport,BMTC_Pass,UPI
18-06-2024,96.54,Transport,Uber,UPI
22-06-2024,240.27,Food,Zomato,Cash
16-08-2024,400.1,Utilities,Jio_Recharge,UPI
2024/06/14,973.81,Utilities,PG_Rent,Cash
20-07-2024,859.43,Utilities,EB_Bill,UPI
29-07-2024,506.84,Education,College_Fee,Cash
13-07-2024,655.31,,Airtel,UPI
30-06-2024,214.21,Food,CCD,UPI
17-11-2024,365.24,Education,Books_Store,Card
10-10-2024,96.19,Food,Dominos,UPI
25-09-2024,620.56,Utilities,PG_Rent,Cash
21-07-2024,306.08,Entertainment,Steam,Card
18-10-2024,410.09,Education,Coursera,Card
26-07-2024,162.72,Food,Subway,UPI
05-10-2024,207.83,Transport,Uber,Card
01-08-2024,268.64,Utilities,Airtel,UPI
11-11-2024,344.7,Entertainment,Spotify,UPI
23-10-2024,118.3,Food,Subway,Card
17-10-2024,194.71,Transport,Rapido,Cash
